Refinements,DOFs,AvgGMRES,AbsEval0,AbsEval1
1,165,32,1.01379,1.01379
2,969,38,1.35265,1.17866
3,6545,39,1.62538,1.48084
4,47905,38.125,1.7244,1.71729
