Refinements,DOFs,AvgGMRES,AbsEval0,AbsEval1
1,165,38,1.95709,1.88624
2,969,49,2.43577,2.43577
3,6545,50.875,2.62543,2.57455
4,47905,50,2.65486,2.65486
