Refinements,DOFs,AvgGMRES,AbsEval0,AbsEval1
1,545,31,1.56744,1.55865
2,3681,36,1.6499,1.59811
3,26945,38.375,1.4929,1.45107
4,205953,38.25,1.38366,1.3387
