Refinements,DOFs,AvgGMRES,AbsEval0,AbsEval1
1,545,36,1.93849,1.87965
2,3681,40,2.08798,1.8898
3,26945,40.125,1.87851,1.72992
4,205953,38.75,1.73975,1.57616
