Refinements,DOFs,AvgGMRES,AbsEval0,AbsEval1
1,165,37,1.74993,1.69901
2,969,45.375,2.46884,2.21589
3,6545,47,2.96393,2.87178
4,47905,46.125,3.26204,3.26204
