Refinements,DOFs,AvgGMRES,AbsEval0,AbsEval1
1,545,27,1,0.848979
2,3681,31,1.08564,1.01191
3,26945,33.125,1.20099,1.20099
4,205953,32.375,1.29904,1.29904
