Refinements,DOFs,AvgGMRES,AbsEval0,AbsEval1
1,365,25.875,1.42351,1.15247
2,2457,27,1.58493,1.58493
3,17969,27,1.78896,1.71965
4,137313,27,1.90552,1.83665
