Refinements,DOFs,AvgGMRES,AbsEval0,AbsEval1
1,545,37,1.83749,1.58231
2,3681,38.375,2.03203,1.64283
3,26945,37.25,1.82098,1.48559
4,205953,36,1.68016,1.37975
