Refinements,DOFs,AvgGMRES,AbsEval0,AbsEval1
1,165,30,1.43585,1.43585
2,969,36,2.34201,2.31737
3,6545,38,2.74209,2.74209
4,47905,37.75,2.90403,2.90403
