Refinements,DOFs,AvgGMRES,AbsEval0,AbsEval1
1,970,45,1.00005,0.987185
2,6930,49.875,1.31509,1.24169
3,52258,50.375,1.46402,1.41428
4,405570,50.5,1.5898,1.52206
