Refinements,DOFs,AvgGMRES,AbsEval0,AbsEval1
1,165,31.125,1,0.942617
2,969,37.375,1.02659,1.02659
3,6545,38,1.0779,0.99995
4,47905,37.625,1.05661,1.02248
