Refinements,DOFs,AvgGMRES,AbsEval0,AbsEval1
1,165,38,1.95709,1.88624
2,969,48,2.89621,2.66748
3,6545,50.75,3.66394,3.56606
4,47905,50,4.04604,3.98556
