Refinements,DOFs,AvgGMRES,AbsEval0,AbsEval1
1,165,53,2.37582,1.93986
2,969,78,2.43066,2.32705
3,6545,83.25,2.70174,2.70174
4,47905,82.75,2.57069,2.57069
