Refinements,DOFs,AvgGMRES,AbsEval0,AbsEval1
1,165,50,1.4312,1.15584
2,969,67,1.45607,1.3834
3,6545,68,1.63896,1.63896
4,47905,66.875,1.57305,1.57305
