Refinements,DOFs,AvgGMRES,AbsEval0,AbsEval1
1,165,42,1.13837,1.00004
2,969,60,1.16621,1.10738
3,6545,66.625,1.36488,1.36488
4,47905,65.875,1.35603,1.35603
