Refinements,DOFs,AvgGMRES,AbsEval0,AbsEval1
1,545,34.875,1.35971,1.34059
2,3681,35,1.81682,1.78614
3,26945,35.125,2.08386,2.04013
4,205953,36,2.33314,2.29661
