Refinements,DOFs,AvgGMRES,AbsEval0,AbsEval1
1,365,30.25,2.45263,2.03573
2,2457,31.75,2.20692,2.20692
3,17969,31.5,2.18203,1.89526
4,137313,31,2.07647,1.76267
