Refinements,DOFs,AvgGMRES,AbsEval0,AbsEval1
1,365,47,1.16818,1.16818
2,2457,53,3.13423,2.59275
3,17969,55.625,2.84826,2.38922
4,137313,57,2.34393,2.18969
