Refinements,DOFs,AvgGMRES,AbsEval0,AbsEval1
1,165,33,1.19834,1.17404
2,969,42,1.92454,1.76137
3,6545,46,2.56613,2.44466
4,47905,45.625,2.87024,2.73132
