Refinements,DOFs,AvgGMRES,AbsEval0,AbsEval1
1,365,25,1.66733,1.31466
2,2457,29,2.24348,1.99796
3,17969,30.875,2.60607,2.37415
4,137313,31,2.79768,2.56544
