Refinements,DOFs,AvgGMRES,AbsEval0,AbsEval1
1,365,17,1,0.906859
2,2457,20,1.24796,1.14716
3,17969,20.625,1.23254,1.13595
4,137313,20.75,1.14948,1.05746
