Refinements,DOFs,AvgGMRES,AbsEval0,AbsEval1
1,165,33,1.25169,1.25169
2,969,41,1.72507,1.52257
3,6545,42,2.07394,1.93585
4,47905,41.625,2.23172,2.23172
