Refinements,DOFs,AvgGMRES,AbsEval0,AbsEval1
1,545,34,1.29932,1.07291
2,3681,46,1.773,1.146
3,26945,41.625,3.25141,1.32035
4,205953,37.625,10.8437,1.75559
