Refinements,DOFs,AvgGMRES,AbsEval0,AbsEval1
1,165,54,2.00516,1.63502
2,969,73,2.03231,1.93277
3,6545,78,2.24843,2.24843
4,47905,76.25,2.13239,2.13239
